,정류장_ID,정류장_명칭,정류장_유형,정류장_번호,위도,경도,sgg_oid,jibun,pnu,ADM_DR_CD,ADM_DR_NM,geometry,x,y
145,104000016,중마초등학교.중곡제일골목시장앞,일반차로,5109,127.080993,37.565214,75440,193-51대,1121510100101930051,1105057,중곡3동,POINT (962996.0884047522 1951843.867222847),962996.0884047522,1951843.867222847
146,104900124,중곡4동경로당입구앞,마을버스,5500,127.093963,37.559131,79291,438-2도,1121510100104380002,1105058,중곡4동,POINT (964138.6019524606 1951163.9636647515),964138.6019524606,1951163.9636647515
147,104900055,CU중곡긴고랑점앞,마을버스,5513,127.093031,37.558916,79291,438-2도,1121510100104380002,1105058,중곡4동,POINT (964056.183590334 1951140.4666085762),964056.183590334,1951140.4666085762
148,104900052,중곡4동어린이집입구,마을버스,5518,127.091704,37.558685,79291,438-2도,1121510100104380002,1105058,중곡4동,POINT (963938.8700833172 1951115.3467308518),963938.8700833172,1951115.3467308518
149,104900123,강원설비앞,마을버스,5505,127.090136,37.559003,79290,452-1도,1121510100104520001,1105058,중곡4동,POINT (963800.5359165862 1951151.229819636),963800.5359165862,1951151.229819636
150,104900049,긴고랑입구,마을버스,5523,127.088669,37.558877,79290,452-1도,1121510100104520001,1105058,중곡4동,POINT (963670.9077375454 1951137.816824493),963670.9077375454,1951137.816824493
151,104900122,강원설비앞,마을버스,5506,127.089935,37.558849,79795,77-1대,1121510100100770001,1105058,중곡4동,POINT (963782.7088422464 1951134.2218003883),963782.7088422464,1951134.2218003883
152,104900121,중곡4동경로당입구앞,마을버스,5510,127.094281,37.559193,79509,74-63대,1121510100100740063,1105058,중곡4동,POINT (964166.7176908668 1951170.7209389608),964166.7176908668,1951170.7209389608
153,104900089,중앙상회앞,마을버스,5508,127.094797,37.560159,137819,437-1 도,1121510100104370001,1105058,중곡4동,POINT (964212.753273715 1951277.696714699),964212.753273715,1951277.696714699
154,104900078,기원정사입구,마을버스,5720,127.093043,37.555279,82038,107-43대,1121510100101070043,1105058,중곡4동,POINT (964055.4964451268 1950736.9570782904),964055.4964451268,1950736.9570782904
155,104900076,해오름공원입구,마을버스,5723,127.091364,37.55633,137828,440 도,1121510100104400000,1105058,중곡4동,POINT (963907.7049152605 1950854.2030343981),963907.7049152605,1950854.2030343981
156,104900074,우리들약국,마을버스,5727,127.090369,37.557044,137831,453 도,1121510100104530000,1105058,중곡4동,POINT (963820.1675335331 1950933.7998898549),963820.1675335331,1950933.7998898549
157,104900072,마을금고앞,마을버스,5731,127.089393,37.557731,137831,453 도,1121510100104530000,1105058,중곡4동,POINT (963734.2968742129 1951010.394858642),963734.2968742129,1951010.394858642
158,104900070,신성시장입구,마을버스,5735,127.088063,37.55867,106492,266-5 도,1121510100102660005,1105058,중곡4동,POINT (963617.2844287695 1951115.0857167942),963617.2844287695,1951115.0857167942
159,104000045,신성시장,일반차로,5138,127.08793,37.558319,106492,266-5 도,1121510100102660005,1105058,중곡4동,POINT (963605.3669508275 1951076.1956922768),963605.3669508275,1951076.1956922768
160,104900068,대순진리회앞.구.새마을금고,마을버스,5737,127.087568,37.560955,77952,150-101대,1121510100101500101,1105058,중곡4동,POINT (963574.6777190798 1951368.7856545625),963574.6777190798,1951368.7856545625
161,104900067,대원외고앞,마을버스,5739,127.087141,37.563245,76328,21-10대,1121510100100210010,1105058,중곡4동,POINT (963538.0816668968 1951623.0142674271),963538.0816668968,1951623.0142674271
162,104900065,중곡4동파출소,마을버스,5741,127.08677,37.565419,75316,18-27대,1121510100100180027,1105058,중곡4동,POINT (963506.3769403537 1951864.3518329528),963506.3769403537,1951864.3518329528
163,104900059,긴고랑종점,마을버스,5503,127.096043,37.562194,76969,72-59 도,1121510100100720059,1105058,중곡4동,POINT (964323.7699772398 1951502.9950891424),964323.7699772398,1951502.9950891424
164,104900053,신성시장입구,마을버스,5517,127.08801,37.558527,80125,79-1대,1121510100100790001,1105058,중곡4동,POINT (963612.5338506121 1951099.2411716592),963612.5338506121,1951099.2411716592
165,104900051,마을금고.브레드제과점,마을버스,5522,127.089247,37.557634,80788,82-1대,1121510100100820001,1105058,중곡4동,POINT (963721.3547511019 1950999.6895869086),963721.3547511019,1950999.6895869086
166,104900048,우리들약국,마을버스,5527,127.090285,37.556901,81293,89-1대,1121510100100890001,1105058,중곡4동,POINT (963812.6792159601 1950917.967169408),963812.6792159601,1950917.967169408
167,104900047,해오름공원입구,마을버스,5531,127.091123,37.556308,81590,89-10대,1121510100100890010,1105058,중곡4동,POINT (963886.4081621905 1950851.8548223416),963886.4081621905,1950851.8548223416
168,104900044,기원정사입구,마을버스,5536,127.093137,37.554883,82196,109-5대,1121510100101090005,1105058,중곡4동,POINT (964063.6088752804 1950692.987152788),964063.6088752804,1950692.987152788
169,104900029,긴고랑입구,마을버스,5559,127.088669,37.558736,79908,78-15대,1121510100100780015,1105058,중곡4동,POINT (963670.8392788525 1951122.173651218),963670.8392788525,1951122.173651218
170,104900026,중곡4동어린이집입구,마을버스,5564,127.091668,37.558517,80107,75-48대,1121510100100750048,1105058,중곡4동,POINT (963935.609538996 1951096.7218713204),963935.609538996,1951096.7218713204
171,104900023,CU중곡긴고랑점앞,마을버스,5569,127.093003,37.558759,79889,75-1대,1121510100100750001,1105058,중곡4동,POINT (964053.6351740117 1951123.0590338856),964053.6351740117,1951123.0590338856
172,104900021,중앙상회앞,마을버스,5574,127.095196,37.560241,78544,73-15대,1121510100100730015,1105058,중곡4동,POINT (964248.0320103233 1951286.642313285),964248.0320103233,1951286.642313285
173,104900001,종로약국앞,마을버스,5716,127.088106,37.557588,80602,79-9대,1121510100100790009,1105058,중곡4동,POINT (963620.556205219 1950995.0271448826),963620.556205219,1950995.0271448826
174,104000294,긴고랑주차장,일반차로,5515,127.095631,37.560961,77934,72-63임,1121510100100720063,1105058,중곡4동,POINT (964286.7947040059 1951366.3569729836),964286.7947040059,1951366.3569729836
175,104000046,중곡동입구,일반차로,5139,127.088669,37.554197,82328,93-46대,1121510100100930046,1105058,중곡4동,POINT (963668.6356094833 1950618.5968042046),963668.6356094833,1950618.5968042046
176,104000044,중곡동종점,일반차로,5137,127.087309,37.562695,76291,150-405도,1121510100101500405,1105058,중곡4동,POINT (963552.6508197384 1951561.9295859719),963552.6508197384,1951561.9295859719
177,104000043,대원고교앞,일반차로,5136,127.086968,37.564199,75803,18-72대,1121510100100180072,1105058,중곡4동,POINT (963523.2681441515 1951728.9225386756),963523.2681441515,1951728.9225386756
178,104000042,용암사입구,일반차로,5135,127.086374,37.567868,74364,18-1대,1121510100100180001,1105058,중곡4동,POINT (963472.6006883559 1952136.209122994),963472.6006883559,1952136.209122994
179,104900115,성자초등학교앞,마을버스,5596,127.082568,37.53152,95435,661-21도,1121510500106610021,1105064,자양1동,POINT (963118.5846757804 1948105.0903787802),963118.5846757804,1948105.0903787802
180,104900113,국민은행자양지점,마을버스,5668,127.079297,37.532187,95042,616-39도,1121510500106160039,1105064,자양1동,POINT (962829.9113248452 1948180.3777914299),962829.9113248452,1948180.3777914299
181,104900007,자양중학교앞,마을버스,5677,127.076276,37.534635,93692,611-4대,1121510500106110004,1105064,자양1동,POINT (962564.2213452407 1948453.1671181556),962564.2213452407,1948453.1671181556
182,104900005,자양1파출소앞,마을버스,5680,127.076907,37.536765,92502,799-1대,1121510500107990001,1105064,자양1동,POINT (962621.0332811229 1948689.2270569075),962621.0332811229,1948689.2270569075
183,104000095,자양동잠실대교북단,일반차로,5188,127.084806,37.532955,247496,658-14 대,1121510500106580014,1105064,자양1동,POINT (963317.0226804746 1948263.4197489824),963317.0226804746,1948263.4197489824
184,104000094,자양아파트앞,일반차로,5187,127.084608,37.532192,106504,732 도,1121510500107320000,1105064,자양1동,POINT (963299.1551336271 1948178.8467149115),963299.1551336271,1948178.8467149115
185,104000092,국민은행자양지점앞,일반차로,5185,127.081413,37.531573,95554,653-3도,1121510500106530003,1105064,자양1동,POINT (963016.5625321728 1948111.4239718684),963016.5625321728,1948111.4239718684
186,104000090,자양미소약국.자양골목시장,일반차로,5183,127.077319,37.53275,105904,718 도,1121510500107180000,1105064,자양1동,POINT (962655.4303231613 1948243.6228809657),962655.4303231613,1948243.6228809657
187,104000086,자양초등학교앞,일반차로,5179,127.078796,37.537479,92117,223-4대,1121510500102230004,1105064,자양1동,POINT (962788.2762201693 1948767.69197958),962788.2762201693,1948767.69197958
188,104000085,자양초등학교앞,일반차로,5178,127.078659,37.537844,91863,224-17도,1121510500102240017,1105064,자양1동,POINT (962776.3541908149 1948808.240809632),962776.3541908149,1948808.240809632
189,104000084,자양사거리,일반차로,5177,127.082104,37.53675,92111,219-16도,1121510500102190016,1105064,자양1동,POINT (963080.167001387 1948685.5098346549),963080.167001387,1948685.5098346549
190,104000083,자양사거리,일반차로,5176,127.082604,37.536889,92111,219-16도,1121510500102190016,1105064,자양1동,POINT (963124.4091234085 1948700.7348792588),963124.4091234085,1948700.7348792588
191,104000082,광진구청,일반차로,5175,127.083153,37.538488,91615,777대,1121510500107770000,1105064,자양1동,POINT (963173.6981084307 1948877.919378777),963173.6981084307,1948877.919378777
192,104900098,미니스톱구의중앙점앞,마을버스,5710,127.089871,37.541563,87244,227-17도,1121510300102270017,1105060,구의1동,POINT (963768.6897105093 1949216.4628475287),963768.6897105093,1949216.4628475287
193,104900092,구의역2번출구,마을버스,5590,127.087941,37.537691,88947,245-24도,1121510300102450024,1105060,구의1동,POINT (963596.3078819492 1948787.6325875437),963596.3078819492,1948787.6325875437
194,104900079,구의역,마을버스,5718,127.089093,37.538276,88947,245-24도,1121510300102450024,1105060,구의1동,POINT (963698.3663293162 1948852.0895409354),963698.3663293162,1948852.0895409354
195,104000056,구의역2번출구,일반차로,5149,127.087977,37.537703,88947,245-24도,1121510300102450024,1105060,구의1동,POINT (963599.4941791544 1948788.949980822),963599.4941791544,1948788.949980822
196,104900091,광진경찰서앞,마을버스,5599,127.084355,37.542347,87552,250-19대,1121510300102500019,1105060,구의1동,POINT (963281.7816373291 1949305.5828448865),963281.7816373291,1949305.5828448865
197,104000054,광진경찰서,일반차로,5147,127.084359,37.542211,87552,250-19대,1121510300102500019,1105060,구의1동,POINT (963282.0683025004 1949290.4928720244),963282.0683025004,1949290.4928720244
198,104900090,광진경찰서,마을버스,5573,127.083714,37.541594,87237,236-11도,1121510300102360011,1105060,구의1동,POINT (963224.7853635574 1949222.2923777937),963224.7853635574,1949222.2923777937
199,104000052,광진경찰서,일반차로,5145,127.083688,37.541534,87237,236-11도,1121510300102360011,1105060,구의1동,POINT (963222.4590087124 1949215.6458958164),963222.4590087124,1949215.6458958164
200,104900014,구의역1번출구,마을버스,5594,127.08518,37.537009,89717,246-20도,1121510300102460020,1105060,구의1동,POINT (963352.0501836957 1948713.041143946),963352.0501836957,1948713.041143946
201,104900006,래미안구의파크스위트사거리,마을버스,5679,127.090464,37.54413,105902,229-47 도,1121510300102290047,1105060,구의1동,POINT (963822.3167511047 1949501.028239274),963822.3167511047,1949501.028239274
202,104900002,구의홈마트앞,마을버스,5714,127.089565,37.540319,88096,223-10도,1121510300102230010,1105060,구의1동,POINT (963741.054738271 1949078.5662745691),963741.054738271,1949078.5662745691
203,104000057,래미안구의파크스위트,일반차로,5150,127.089104,37.544655,86566,230-1대,1121510300102300001,1105060,구의1동,POINT (963702.4307766187 1949559.798121555),963702.4307766187,1949559.798121555
204,104000055,광진구청,일반차로,5148,127.083519,37.538986,89185,252-14대,1121510300102520014,1105060,구의1동,POINT (963206.2771913443 1948933.0262850558),963206.2771913443,1948933.0262850558
205,104000053,광진경찰서,일반차로,5146,127.084647,37.543087,87266,236-46대,1121510300102360046,1105060,구의1동,POINT (963307.9397991203 1949387.567566861),963307.9397991203,1949387.567566861
206,104000051,구의사거리.광진소방서앞,가로변시간,5144,127.08458,37.544933,86516,253-7대,1121510300102530007,1105060,구의1동,POINT (963302.9259069844 1949592.3967615336),963302.9259069844,1949592.3967615336
207,104900096,아차산역,마을버스,5708,127.09054,37.55082,84609,96도,1121510300100960000,1105061,구의2동,POINT (963832.2630191719 1950243.2161799457),963832.2630191719,1950243.2161799457
208,104000165,어린이대공원후문,일반차로,5258,127.090508,37.550867,84609,96도,1121510300100960000,1105061,구의2동,POINT (963829.4591495065 1950248.4428755736),963829.4591495065,1950248.4428755736
209,104000006,어린이대공원후문아차산역,중앙차로,5006,127.090149,37.551208,84609,96도,1121510300100960000,1105061,구의2동,POINT (963797.9133786311 1950286.4130853447),963797.9133786311,1950286.4130853447
210,104900095,구의사거리,마을버스,5669,127.086376,37.545849,86280,68-29대,1121510300100680029,1105061,구의2동,POINT (963462.0274661217 1949693.3222124865),963462.0274661217,1949693.3222124865
211,104000061,구의사거리,일반차로,5154,127.086348,37.545817,86280,68-29대,1121510300100680029,1105061,구의2동,POINT (963459.5384215798 1949689.782878151),963459.5384215798,1949689.782878151
212,104900094,구의사거리,마을버스,5568,127.08566,37.545566,85980,131도,1121510300101310000,1105061,구의2동,POINT (963398.6400936997 1949662.2034843713),963398.6400936997,1949662.2034843713
213,104000060,구의사거리,일반차로,5153,127.085747,37.545651,85980,131도,1121510300101310000,1105061,구의2동,POINT (963406.3669571204 1949671.5998807247),963406.3669571204,1949671.5998807247
214,104900093,구의2동주민센터,마을버스,5678,127.08961,37.548668,85391,71-26대,1121510300100710026,1105061,구의2동,POINT (963749.0732093424 1950004.8222132707),963749.0732093424,1950004.8222132707
215,104000059,구의2동주민센터입구,일반차로,5152,127.089586,37.548642,85391,71-26대,1121510300100710026,1105061,구의2동,POINT (963746.9406185052 1950001.9469161227),963746.9406185052,1950001.9469161227
216,104900080,영화사입구,마을버스,5717,127.09415,37.554083,84150,26-15대,1121510300100260015,1105061,구의2동,POINT (964152.6998243827 1950603.84484759),964152.6998243827,1950603.84484759
217,104900061,아차산역사거리,마을버스,5752,127.091435,37.550672,211814,57-122 도,1121510300100570122,1105061,구의2동,POINT (963911.2476521258 1950226.4524614937),963911.2476521258,1950226.4524614937
218,104900040,영화사입구,마을버스,5541,127.094118,37.554229,84127,87-1도,1121510300100870001,1105061,구의2동,POINT (964149.9433046598 1950620.0549314292),964149.9433046598,1950620.0549314292
219,104900036,성안약국,마을버스,5545,127.093297,37.55321,106250,88-1 도,1121510300100880001,1105061,구의2동,POINT (964076.9379697602 1950507.3160391052),964076.9379697602,1950507.3160391052
220,104900035,지영슈퍼,마을버스,5549,127.092194,37.551819,231318,89 도,1121510300100890000,1105061,구의2동,POINT (963978.8428253273 1950353.4145147882),963978.8428253273,1950353.4145147882
221,104900034,아차산역사거리,마을버스,5553,127.091205,37.550807,105975,54-13대,1121510300100540013,1105061,구의2동,POINT (963890.9966761037 1950241.518265527),963890.9966761037,1950241.518265527
222,104900030,선화예고앞,마을버스,5558,127.090059,37.549485,85053,111도,1121510300101110000,1105061,구의2동,POINT (963789.1300877235 1950095.2906713774),963789.1300877235,1950095.2906713774
223,104000058,구의2동주민센터입구,일반차로,5151,127.089785,37.549252,85053,111도,1121510300101110000,1105061,구의2동,POINT (963764.8142425696 1950069.5462210395),963764.8142425696,1950069.5462210395
224,104900027,대진택시,마을버스,5563,127.088099,37.54773,85662,129-1도,1121510300101290001,1105061,구의2동,POINT (963615.145704686 1949901.3401742822),963615.145704686,1949901.3401742822
225,104900009,서울서광교회앞,마을버스,5672,127.088351,37.547585,85787,70-8대,1121510300100700008,1105061,구의2동,POINT (963637.335529712 1949885.155755696),963637.335529712,1949885.155755696
226,104900004,지영슈퍼,마을버스,5709,127.09231,37.551774,84711,48-8대,1121510300100480008,1105061,구의2동,POINT (963989.0673999568 1950348.377576619),963989.0673999568,1950348.377576619
227,104900003,성안약국,마을버스,5713,127.093392,37.553142,84369,31-23대,1121510300100310023,1105061,구의2동,POINT (964085.2964872668 1950499.735522152),964085.2964872668,1950499.735522152
228,104000296,새밭교회,중앙차로,5009,127.093499,37.548918,154130,40-2 도,1121510300100400002,1105061,구의2동,POINT (964092.7211759704 1950031.065804745),964092.7211759704,1950031.065804745
229,104000295,새밭교회,중앙차로,5010,127.092614,37.548958,85155,91도,1121510300100910000,1105061,구의2동,POINT (964014.5657381909 1950035.841964325),964014.5657381909,1950035.841964325
230,104000164,새밭교회,일반차로,5257,127.092452,37.548948,85155,91도,1121510300100910000,1105061,구의2동,POINT (964000.2509968714 1950034.7945432966),964000.2509968714,1950034.7945432966
231,104000163,새밭교회앞,일반차로,5256,127.093572,37.54906,105363,38 공,1121510300100380000,1105061,구의2동,POINT (964099.2375889026 1950046.7920145183),964099.2375889026,1950046.7920145183
232,104000062,래미안구의파크스위트,일반차로,5155,127.089051,37.544964,233202,203-27 도,1121510300102030027,1105061,구의2동,POINT (963697.898701781 1949594.10035027),963697.898701781,1949594.10035027
233,104900082,용마사거리,마을버스,5726,127.081243,37.562757,76488,277-5도,1121510100102770005,1105055,중곡1동,POINT (963016.9522333874 1951571.1778936132),963016.9522333874,1951571.1778936132
234,104900081,동곡삼거리,마을버스,5730,127.078177,37.563758,106455,280-2 천,1121510100102800002,1105055,중곡1동,POINT (962746.671804012 1951683.4443712046),962746.671804012,1951683.4443712046
235,104000251,동곡삼거리,일반차로,5690,127.078066,37.563788,106455,280-2 천,1121510100102800002,1105055,중곡1동,POINT (962736.8837280442 1951686.8167155774),962736.8837280442,1951686.8167155774
236,104900045,기업은행.용마사거리,마을버스,5535,127.081433,37.562446,76799,242-3대,1121510100102420003,1105055,중곡1동,POINT (963033.5787309553 1951536.5993764962),963033.5787309553,1951536.5993764962
237,104000275,중곡동성당,일반차로,5268,127.082525,37.562964,106490,675 도,1121510100106750000,1105055,중곡1동,POINT (963130.2761998451 1951593.6397155777),963130.2761998451,1951593.6397155777
238,104000019,중곡2동주민센터앞,일반차로,5112,127.080855,37.559884,106490,675 도,1121510100106750000,1105055,중곡1동,POINT (962981.2638816183 1951252.5869057595),962981.2638816183,1951252.5869057595
239,104000169,동곡삼거리,일반차로,5262,127.078145,37.563555,76157,247-5대,1121510100102470005,1105055,중곡1동,POINT (962743.7446143563 1951660.9352983504),962743.7446143563,1951660.9352983504
240,104000030,중곡아파트,일반차로,5123,127.077177,37.565796,111569,263-1 도,1121510100102630001,1105055,중곡1동,POINT (962659.3735982385 1951909.946423437),962659.3735982385,1951909.946423437
241,104000018,용마사거리,일반차로,5111,127.081872,37.562291,76888,163-2대,1121510100101630002,1105055,중곡1동,POINT (963072.2733983942 1951519.2303845377),963072.2733983942,1951519.2303845377
242,104000015,중곡1동사거리,일반차로,5108,127.079416,37.562615,172465,264-1 도,1121510100102640001,1105055,중곡1동,POINT (962855.5271937563 1951556.1442726692),962855.5271937563,1951556.1442726692
243,104000013,중곡1동주민센터입구,일반차로,5106,127.078495,37.56095,172465,264-1 도,1121510100102640001,1105055,중곡1동,POINT (962773.3589439291 1951371.7859424036),962773.3589439291,1951371.7859424036
244,104000014,중곡1동사거리,일반차로,5107,127.079473,37.562454,76806,244-52도,1121510100102440052,1105055,중곡1동,POINT (962860.4813294413 1951538.2596665197),962860.4813294413,1951538.2596665197
245,104000012,중곡1동주민센터입구,일반차로,5105,127.078279,37.560268,126273,643-4 종,1121510100106430004,1105055,중곡1동,POINT (962753.9425783978 1951296.207326951),962753.9425783978,1951296.207326951
246,104000011,메리놀외방선교회,일반차로,5104,127.077632,37.559087,79555,640-2대,1121510100106400002,1105055,중곡1동,POINT (962696.2109931827 1951165.4384099427),962696.2109931827,1951165.4384099427
247,104000010,메리놀외방선교회,일반차로,5103,127.077541,37.559211,79283,669도,1121510100106690000,1105055,중곡1동,POINT (962688.2356162572 1951179.2316536114),962688.2356162572,1951179.2316536114
248,104000009,군자교,일반차로,5102,127.075229,37.562386,76788,610-3대,1121510100106100003,1105055,중곡1동,POINT (962485.6297711792 1951532.4010091547),962485.6297711792,1951532.4010091547
249,104000008,군자교,일반차로,5101,127.075203,37.561533,77282,614-1대,1121510100106140001,1105055,중곡1동,POINT (962482.9057855849 1951437.775644061),962482.9057855849,1951437.775644061
250,104000001,군자교입구,중앙차로,5001,127.075646,37.558741,79317,659도,1121510100106590000,1105055,중곡1동,POINT (962520.6321701362 1951127.8416760778),962520.6321701362,1951127.8416760778
251,104900071,자양종합복지관앞,마을버스,5733,127.075324,37.53245,94663,717-2도,1121510500107170002,1105066,자양3동,POINT (962479.0176225975 1948211.1337236196),962479.0176225975,1948211.1337236196
252,104900042,송림식당앞,마을버스,5539,127.07663,37.536822,106508,794-10 도,1121510500107940010,1105066,자양3동,POINT (962596.5895367436 1948695.6610123185),962596.5895367436,1948695.6610123185
253,104900037,자양중학교앞,마을버스,5544,127.075996,37.534691,105909,712 도,1121510500107120000,1105066,자양3동,POINT (962539.5113957047 1948459.491484364),962539.5113957047,1948459.491484364
254,104000300,뚝섬유원지,일반차로,5900,127.066791,37.531082,99533,97-5천,1121510500100970005,1105066,자양3동,POINT (961724.4070418493 1948062.800768789),961724.4070418493,1948062.800768789
255,104000256,광진구의회,일반차로,5695,127.070479,37.539227,137162,227-337 도,1121510500102270337,1105066,자양3동,POINT (962054.3841084351 1948964.9460673104),962054.3841084351,1948964.9460673104
256,104000111,광진문화예술회관,일반차로,5204,127.070169,37.538565,137162,227-337 도,1121510500102270337,1105066,자양3동,POINT (962026.6616058983 1948891.6261574784),962026.6616058983,1948891.6261574784
257,104000168,제일은행사거리,일반차로,5261,127.074751,37.533551,94011,520-1도,1121510500105200001,1105066,자양3동,POINT (962428.9439961847 1948333.5118907234),962428.9439961847,1948333.5118907234
258,104000118,자양우성아파트앞,일반차로,5211,127.073407,37.533947,94011,520-1도,1121510500105200001,1105066,자양3동,POINT (962310.3993429617 1948377.9835251751),962310.3993429617,1948377.9835251751
259,104000129,신양초등학교앞,일반차로,5222,127.067995,37.53351,105300,855 대,1121510500108550000,1105066,자양3동,POINT (961832.0227044817 1948331.683661243),961832.0227044817,1948331.683661243
260,104000121,대동아파트앞,일반차로,5214,127.068967,37.536419,247566,510-6 도,1121510500105100006,1105066,자양3동,POINT (961919.3793142198 1948654.0260573088),961919.3793142198,1948654.0260573088
261,104000110,뚝도변전소앞,일반차로,5203,127.069025,37.536077,247566,510-6 도,1121510500105100006,1105066,자양3동,POINT (961924.3295959046 1948616.0596756134),961924.3295959046,1948616.0596756134
262,104000120,자양고교앞,일반차로,5213,127.07136,37.534316,93803,553-501대,1121510500105530501,1105066,자양3동,POINT (962129.7320851005 1948419.7442327042),962129.7320851005,1948419.7442327042
263,104000119,자양고교앞,일반차로,5212,127.071171,37.534579,105180,553-500도,1121510500105530500,1105066,자양3동,POINT (962113.1669381057 1948448.9986562526),962113.1669381057,1948448.9986562526
264,104000117,자양우성아파트앞,일반차로,5210,127.073518,37.533686,94103,520-2대,1121510500105200002,1105066,자양3동,POINT (962320.0749542858 1948348.9826413083),962320.0749542858,1948348.9826413083
265,104000116,신자초등학교앞,일반차로,5209,127.074922,37.530768,95993,738도,1121510500107380000,1105066,자양3동,POINT (962442.6565224605 1948024.68631914),962442.6565224605,1948024.68631914
266,104000112,건국대학교앞,일반차로,5205,127.074875,37.538446,91809,227-217대,1121510500102270217,1105066,자양3동,POINT (962442.3545946192 1948876.5338008245),962442.3545946192,1948876.5338008245
267,104000109,신양초등학교앞,일반차로,5202,127.068947,37.535234,105174,550-2도,1121510500105500002,1105066,자양3동,POINT (961917.009743863 1948522.565357963),961917.009743863,1948522.565357963
268,104000108,신양초등학교앞,일반차로,5201,127.069288,37.534912,93467,504학,1121510500105040000,1105066,자양3동,POINT (961946.9731965021 1948486.7033146052),961946.9731965021,1948486.7033146052
269,104900031,영동대교입구.성수사거리,마을버스,5556,127.064341,37.542399,101608,50-1대,1121510700100500001,1105053,화양동,POINT (961513.7562545768 1949319.3558219976),961513.7562545768,1949319.3558219976
270,104900028,화양동현대아파트,마을버스,5561,127.06524,37.543983,101010,42-1대,1121510700100420001,1105053,화양동,POINT (961593.9871600438 1949494.7239748982),961593.9871600438,1949494.7239748982
271,104900024,성수대우프레시아1차아파트,마을버스,5566,127.065985,37.545294,100537,41-9대,1121510700100410009,1105053,화양동,POINT (961660.4710199211 1949639.8679101656),961660.4710199211,1949639.8679101656
272,104900022,화양사거리SKV1센터,마을버스,5571,127.066494,37.546197,100152,24-11대,1121510700100240011,1105053,화양동,POINT (961705.8966385836 1949739.8431993877),961705.8966385836,1949739.8431993877
273,104000304,건대입구(가상),가상정류장,5499,127.07099,37.540191,106033,4-20 대,1121510700100040020,1105053,화양동,POINT (962100.0160752875 1949071.690190014),962100.0160752875,1949071.690190014
274,104000301,건국대입구,일반차로,5901,127.067564,37.541115,101940,48-10도,1121510700100480010,1105053,화양동,POINT (961797.8232864542 1949175.5890582504),961797.8232864542,1949175.5890582504
275,104000137,건대입구역1번출구,일반차로,5230,127.068167,37.540896,101940,48-10도,1121510700100480010,1105053,화양동,POINT (961850.982073213 1949151.0474530982),961850.982073213,1949151.0474530982
276,104000290,어린이회관,일반차로,5233,127.079252,37.545262,102221,302-4대,1121510700103020004,1105053,화양동,POINT (962832.4260208455 1949630.9903313036),962832.4260208455,1949630.9903313036
277,104000258,건대입구역,일반차로,5697,127.071901,37.54228,101402,4-14도,1121510700100040014,1105053,화양동,POINT (962181.5520206601 1949303.0858752234),962181.5520206601,1949303.0858752234
278,104000257,건대입구역,일반차로,5696,127.072093,37.54338,100668,2-50도,1121510700100020050,1105053,화양동,POINT (962199.0688598554 1949425.0473460369),962199.0688598554,1949425.0473460369
279,104000170,건대병원입구,일반차로,5263,127.071473,37.542108,101734,5-52도,1121510700100050052,1105053,화양동,POINT (962143.6551669277 1949284.1756984435),962143.6551669277,1949284.1756984435
280,104000141,어린이대공원역.화양천주교회,일반차로,5234,127.073588,37.545904,99867,39-5도,1121510700100390005,1105053,화양동,POINT (962332.4064709854 1949704.4707177232),962332.4064709854,1949704.4707177232
281,104000139,건대입구역사거리.건대병원,일반차로,5232,127.071264,37.540981,101930,4-15도,1121510700100040015,1105053,화양동,POINT (962124.6217722964 1949159.2257157844),962124.6217722964,1949159.2257157844
282,104000138,어린이대공원역3번출구,일반차로,5231,127.075246,37.546695,102056,527-1도,1121510700105270001,1105053,화양동,POINT (962479.2649713762 1949791.5646922982),962479.2649713762,1949791.5646922982
283,104000136,건대입구역사거리.건대병원,일반차로,5229,127.070908,37.540974,101984,5-106대,1121510700100050106,1105053,화양동,POINT (962093.1683379841 1949158.5925648124),962093.1683379841,1949158.5925648124
284,104000135,서울화양초등학교,일반차로,5228,127.072222,37.543765,101064,2-49대,1121510700100020049,1105053,화양동,POINT (962210.658995487 1949467.7090337393),962210.658995487,1949467.7090337393
285,104000134,어린이대공원역.화양천주교회,일반차로,5227,127.073628,37.546622,99982,164-2도,1121510700101640002,1105053,화양동,POINT (962336.3011834414 1949784.1127085383),962336.3011834414,1949784.1127085383
286,104000133,광진광장,일반차로,5226,127.071152,37.547778,247412,116-24 대,1121510700101160024,1105053,화양동,POINT (962118.1669326968 1949913.359145185),962118.1669326968,1949913.359145185
287,104000132,화양사거리,일반차로,5225,127.067089,37.547232,99810,23-28대,1121510700100230028,1105053,화양동,POINT (961758.9854402484 1949854.4284142624),961758.9854402484,1949854.4284142624
288,104000131,성수사거리,일반차로,5224,127.064777,37.543159,101284,42-24대,1121510700100420024,1105053,화양동,POINT (961552.6631033856 1949403.4951020177),961552.6631033856,1949403.4951020177
289,104000087,건국대학교앞,일반차로,5180,127.074926,37.538949,91575,526-34학,1121510700105260034,1105053,화양동,POINT (962447.1124702176 1948932.3183474375),962447.1124702176,1948932.3183474375
290,104000299,중곡동입구삼거리,중앙차로,5008,127.084866,37.554827,106499,256-16 도,1121510200102560016,1105059,능동,POINT (963333.037672083 1950689.968449848),963333.037672083,1950689.968449848
